SpriteSheet	SpriteName	English Naomi ver	EN Community Translation Ver	Zh-Hans	Zh-Hant	de	es	fr	hu	ja	ko	ru	pt-br	uk	it	th	tr	sv	sk
CoffeeBean_12	(Angry2)	Angry Emote Angry Line 2	Sticker Angry 2	表情贴纸 生气 2	表情貼紙 生氣 2														
CoffeeBean_10	(WingF1_Upper_Color)	Wings 9 Inner Colour	Wing 9 .1	翅膀 9 .1	翅膀 9 .1														
CoffeeBean_2	(NeckwearB2_Color)	Outfit Neckwear B 1 + 2 Bow Colour	Outfit Neckwear B 1 + 2	服装 颈部装饰 B 1 + 2	服裝 頸部裝飾 B 1 + 2														
CoffeeBean_11	(SideHair_Branch_A1_Color)	Hair Side Branch A 1 Colour	Hair Side Branch A 1	头发 侧面分叉 A 1	頭髮 側面分叉 A 1														
CoffeeBean_8	(SignRoundText1)	Score 10 Emote 10	Round Sign Text	圆形标牌 文字	圓形標牌 文字														
CoffeeBean_10	(Collar2_Outline)	Outfit Collar Inner 2 Outline	Outfit Collar Outline 2	服装 领子 轮廓 2	服裝 領子 輪廓 2														
CoffeeBean_12	(MusicalNote2)	Sing Emote Note 2	Musical Note 2	音乐 音符 2	音樂 音符 2														
CoffeeBean_12	(FacialHair_B4_Color)	Facial Hair B 4 Colour	Facial Hair B 4	胡子 B 4	鬍子 B 4														
CoffeeBean_12	(Mecha2_Color)	Mecha 2 Colour	Mecha 2	机械 2	機械 2														
CoffeeBean_12	(Six)	Six Seven Emote Six	Number Six	数字 6	六號														
CoffeeBean_10	(PointHand)	Laugh Point Emote Hand	Point Hand	指人手	指人手														
CoffeeBean_12	(HairClip8_Color)	Hair Clip 8 Colour	Hair Clip 8	发夹 8	髮夾 8														
CoffeeBean_12	(FaceFeatureB1)	Face Feature B 1	Face Feature B 1	脸部特征 B 1	臉部特徵 B 1														
CoffeeBean_12	(Pigtail_B2_Gradient)	Hair Pigtail 20 Colour	Hair Pigtail 20	头发 马尾 20	頭髮 馬尾 20														
CoffeeBean_11	(Main8_Color)	Outfit Inner 8 Colour	Outfit Inner 8	服装 里侧 8	服裝 內側 8														
CoffeeBean_9	(Tear2_Color)	Cry 3 Emote Tear Colour	Eye Tear 2	眼睛 眼泪 2	眼睛 眼淚 2														
CoffeeBean_12	(Eye3_Dark)	Eye 3 Dark	Eye Iris Dark 3	眼睛 虹膜深色 3	眼睛 虹膜深色 3														
CoffeeBean_11	(Outer4_Outline)	Outfit Outer 4 Outline	Outfit Outer Outline 4	服装 外侧 轮廓 4	服裝 外側 輪廓 4														
CoffeeBean_12	(Glasses_Lens1)	Glasses 1 Lens																	
CoffeeBean_12	(WingA3_Outline)	Wing 3 Outline	Wing Outline 3	翅膀 轮廓 3	翅膀 輪廓 3														
CoffeeBean_11	(Ahoge_B2_Color)	Hair Ahoge 6 Colour	Hair Ahoge 6	头发呆毛6	頭髮呆毛 6														
CoffeeBean_12	(CapeFront1_Outline)	Cape Front 1 Outline	Cape Front | Cape Outline 1	披风 前 | 披风 轮廓 1	披風 前 | 鬥篷 輪廓 1														
CoffeeBean_12	(Cake)	Cake Emote Cake	Cake	蛋糕	蛋糕														
CoffeeBean_11	(WingD1_Color)	Wing 6 Colour	Wing 6	翅膀 6	翅膀 6														
CoffeeBean_12	(Pigtail_B1_Gradient)	Hair Pigtail 18 Colour	Hair Pigtail 18	头发 马尾 18	頭髮 馬尾 18														
CoffeeBean_11	(Outer7_Color)	Outfit Outer 7 Colour	Outfit Outer 7	服装 外侧 7	服裝 外側 7														
CoffeeBean_11	(Ahoge_B1_Outline)	Hair Ahoge 5 Outline	Hair Ahoge Outline 5	头发呆毛轮廓 5	頭髮呆毛輪廓 5														
CoffeeBean_12	(HornM1_Outline)	Horn Front >< 1 Outline	Horn Front >< Outline 1	角 前 >< 轮廓 1	角 前 >< 輪廓 1														
CoffeeBean_10	(HornF2_Color)	Horn Front 2 Colour	Horn Front 2	角 前 2	角 前 2														
CoffeeBean_10	(CapeFront4_Color)	Cape Front 4 Colour	Cape Front 4	披风 前 4	披風 前 4														
CoffeeBean_10	(FrameHair_Branch_A3_Color)	Hair Branch 3 Colour	Hair Branch 3	头发 分叉 3	頭髮 分叉 3														
CoffeeBean_12	(Main2_Outline)	Outfit Inner 2 Outline	Outfit Inner Outline 2	服装 里侧 轮廓 2	服裝 內側 輪廓 2														
CoffeeBean_11	(Wing1_Outline)	Ear Wing 1 Outline	Ear Wing Outline 1	翅膀耳朵 轮廓 1	翅膀耳朵 輪廓 1														
CoffeeBean_11	(WingD2_Upper_Outline)	Wing 7 Upper Outline	Wing Outline 7 .1	翅膀 轮廓 7 .1	翅膀 輪廓 7 .1														
CoffeeBean_11	(Mecha4_Color)	Mecha 4 Colour	Mecha 4	机械 4	機械 4														
CoffeeBean_12	(Horn1_Outline)	Horn 1 Outline	Horn Outline 1	角 轮廓 1	角 輪廓 1														
CoffeeBean_5	(WingA2_Color)	Wing 2 Colour	Wing 2	翅膀 2	翅膀 2														
CoffeeBean_11	(EasterEggBasket)	Easter Emote Basket	Easter 4	复活节 4	復活節 4														
CoffeeBean_11	(Mecha4_Outline)	Mecha 4 Outline	Mecha Outline 4	机械 轮廓 4	機械 輪廓 4														
CoffeeBean_6	(Antenna2_Color)	Antenna 2 Colour	Antenna 2	触角 2	觸角 2														
CoffeeBean_11	(Mecha1_Color)	Mecha 1 Colour	Mecha 1	机械 1	機械 1														
CoffeeBean_7	(Ahoge_A3_Outline)	Hair Ahoge 3 Outline	Hair Ahoge Outline 3	头发呆毛轮廓 3	頭髮呆毛輪廓 3														
CoffeeBean_12	(Main1_Outline)	Outfit Inner 1 Outline	Outfit Inner Outline 1	服装 里侧 轮廓 1	服裝 內側 輪廓 1														
CoffeeBean_11	(Horn2_Color)	Horn 2 Colour	Horn 2	角 2	角 2														
CoffeeBean_11	(HairBang4_Middle_Gradient)	Hair Bang 8 Mid Colour	Hair Bang >< 8	头发 刘海 >< 8	頭髮 瀏海 >< 8														
CoffeeBean_11	(CapeFront3_Color)	Cape Front 3 Colour	Cape Front 3	披风 前 3	披風 前 3														
CoffeeBean_3	(Notepad)	Noted Emote	Notepad	记事本	記事本														
CoffeeBean_6	(Outer5_Color)	Outfit Outer 5 Colour	Outfit Outer 5	服装 外侧 5	服裝 外側 5														
CoffeeBean_12	(WingA3_Color)	Wing 3 Colour	Wing 3	翅膀 3	翅膀 3														
CoffeeBean_3	(WingB1_Color)	Wing 4 Colour	Wing 4	翅膀 4	翅膀 4														
CoffeeBean_7	(Pistol)	Gun Emote Pistol	Gun	枪	槍														
CoffeeBean_11	(Horn7_Color)	Horn 7 Colour	Horn 7	角 7	角 7														
CoffeeBean_11	(Bottle)	Coke Shake Emote Bottle	Coke Shake	摇可乐	可樂奶昔														
CoffeeBean_11	(Outer6_Color)	Outfit Outer 6 Colour	Outfit Outer 6	服装 外侧 6	服裝 外側 6														
CoffeeBean_6	(Laugh2)	Laugh Line 2	Sticker Laugh 2	表情贴纸 笑 2	表情貼紙 笑 2														
CoffeeBean_9	(FrameHair_B1_Gradient)	Hair Framing 24 Colour	Hair Framing 24	头发 脸颊 24	頭髮 臉頰 24														
CoffeeBean_12	(Outer5_Outline)	Outfit Outer 5 Outline	Outfit Outer Outline 5	服装 外侧 轮廓 5	服裝 外側 輪廓 5														
CoffeeBean_6	(FrameHair_Top_Outline)	Hair Framing Upper Outline																	
CoffeeBean_5	(WingG1_Inner_Color)	Wings 10 Inner Colour	Wing 10 .2	翅膀 10 .2	翅膀 10 .2														
CoffeeBean_11	(HairBang5_Middle_Outline)	Hair Bang 9 + 10 Mid Outline	Hair Bang >< Outline 9 + 10	头发 刘海 >< 轮廓 9 + 10	頭髮 瀏海 >< 輪廓 9 + 10														
CoffeeBean_10	(Beer)	Cheers Emote Drink	Cheers	干杯	乾杯														
CoffeeBean_11	(HairBang4_Middle_Color)	Hair Bang 7 Mid Colour	Hair Bang >< 7	头发 刘海 >< 7	頭髮 瀏海 >< 7														
CoffeeBean_12	(TailE1_Outline)	Tail 12 Outline	Tail Outline 12	尾巴 轮廓 12	尾巴 輪廓 12														
CoffeeBean_8	(TailC2_Color)	Tail 9 Colour	Tail 9	尾巴 9	尾巴 9														
CoffeeBean_10	(HornF2_Outline)	Horn 9 Outline	Horn Outline 9	角 轮廓 9	角 輪廓 9														
CoffeeBean_11	(HairBang2_Middle_Outline)	Hair Bang 3 + 4 Mid Outline	Hair Bang >< Outline 3 + 4	头发 刘海 >< 轮廓 3 + 4	頭髮 瀏海 >< 輪廓 3 + 4														
CoffeeBean_11	(Ahoge_B2_Outline)	Hair Ahoge 6 Outline	Hair Ahoge Outline 6	头发呆毛轮廓 6	頭髮呆毛輪廓 6														
CoffeeBean_12	(Bell)	Bell Emote Bell	Bell 2	铃铛 2	鈴鐺 2														
CoffeeBean_12	(FrameHair_Branch_A3_Outline)	Hair Branch 3 Outline	Hair Branch Outline 3	头发 分叉 轮廓 3	頭髮 分叉 輪廓 3														
CoffeeBean_11	(FrameHair_A3_Color)	Hair Framing 5 Colour	Hair Framing 5	头发 脸颊 5	頭髮 臉頰 5														
CoffeeBean_11	(FrameHair_A3_Gradient)	Hair Framing 6 Colour	Hair Framing 6	头发 脸颊 6	頭髮 臉頰 6														
CoffeeBean_9	(Horn2_Outline)	Horn 2 Outline	Horn Outline 2	角 轮廓 2	角 輪廓 2														
CoffeeBean_11	(Outer6_Outline)	Outfit Outer 6 Outline	Outfit Outer Outline 6	服装 外侧 轮廓 6	服裝 外側 輪廓 6														
CoffeeBean_5	(WingD2_Upper_Color)	Wing 7 Upper Colour	Wing 7 .1	翅膀 7 .1	翅膀 7 .1														
CoffeeBean_6	(Antenna2_Outline)	Antenna 2 Outline	Antenna Outline 2	触角轮廓 2	觸角 輪廓 2														
CoffeeBean_10	(TailB5_Outline)	Tail 7 Outline	Tail Outline 7	尾巴 轮廓 7	尾巴 輪廓 7														
CoffeeBean_11	(HairBang5_Middle_Gradient)	Hair Bang 10 Mid Colour	Hair Bang >< 10	头发 刘海 >< 10	頭髮 瀏海 >< 10														
CoffeeBean_9	(HairBang1_Middle_Color)	Hair Bang 1 Mid Colour	Hair Bang >< 1	头发 刘海 >< 1	頭髮 瀏海 >< 1														
CoffeeBean_11	(QuestionMark)	Question Emote Question Mark	Sticker Question Mark	表情贴纸 问号	表情貼紙 問號														
CoffeeBean_10	(Horn3_Color)	Horn 3 Colour	Horn 3	角 3	角 3														
CoffeeBean_11	(SignSquareText1)	Raid Emote Text	Square Sign Text	方形标牌 文字	方形標牌 文字														
CoffeeBean_11	(Antenna1_Color)	Antenna 1 Colour	Antenna 1	触角 1	觸角 1														
CoffeeBean_11	(FrameHair_A2_Gradient)	Hair Framing 4 Colour	Hair Framing 4	头发 脸颊 4	頭髮 臉頰 4														
CoffeeBean_12	(HairHighlight1_Outline)	Hair Highlight 1 << + 1 >> Outline	Hair Highlight Outline 1 << + 1 >>	挑染 轮廓 1 << + 1 >>	挑染 輪廓 1 << + 1 >>														
CoffeeBean_8	(TailD1_Color)	Tail 11 Colour	Tail 11	尾巴 11	尾巴 11														
CoffeeBean_10	(HairBang6_Middle_Outline)	Hair Bang 11 + 12 Mid Outline	Hair Bang >< Outline 11 + 12	头发 刘海 >< 轮廓 11 + 12	頭髮 瀏海 >< 輪廓 11 + 12														
CoffeeBean_11	(HairBang7_Middle_Gradient)	Hair Bang 14 Mid Colour	Hair Bang >< 14	头发 刘海 >< 14	頭髮 瀏海 >< 14														
CoffeeBean_11	(HairBang6_Middle_Color)	Hair Bang 11 Mid Colour	Hair Bang >< 11	头发 刘海 >< 11	頭髮 瀏海 >< 11														
CoffeeBean_11	(HairBang6_Middle_Gradient)	Hair Bang 12 Mid Colour	Hair Bang >< 12	头发 刘海 >< 12	頭髮 瀏海 >< 12														
CoffeeBean_11	(CapeFront4_Outline)	Cape Front 4 Outline	Cape Front | Cape Outline 4	披风 前 | 披风 轮廓 4	披風 前 | 鬥篷 輪廓 4														
CoffeeBean_11	(FrameHair_A2_Color)	Hair Framing 3 Colour	Hair Framing 3	头发 脸颊 3	頭髮 臉頰 3														
CoffeeBean_6	(FacialHair_A1_Outline)	Facial Hair A 1 Outline	Facial Hair A Outline 1	胡子 A 轮廓 1	鬍子 A 輪廓 1														
CoffeeBean_10	(HairBang1_Middle_Gradient)	Hair Bang 2 Mid Colour	Hair Bang >< 2	头发 刘海 >< 2	頭髮 瀏海 >< 2														
CoffeeBean_11	(HornM1_Color)	Horn Front >< 1 Colour	Horn Front >< 1	角 前 >< 1	角 前 >< 1														
CoffeeBean_11	(TailB4_Color)	Tail 6 Colour	Tail 6	尾巴 6	尾巴 6														
CoffeeBean_6	(TailB2_Color)	Tail 4 Colour	Tail 4	尾巴 4	尾巴 4														
CoffeeBean_12	(Pigtail_B2_Color)	Hair Pigtail 19 Colour	Hair Pigtail 19	头发 马尾 19	頭髮 馬尾 19														
CoffeeBean_7	(Fin1_Color)	Fin 1 Colour	Fin 1	鳍 1	鰭 1														
CoffeeBean_3	(TailB3_Outline)	Tail 5 Outline	Tail Outline 5	尾巴 轮廓 5	尾巴 輪廓 5														
CoffeeBean_6	(Halo1_Color)	Halo 1 Colour	Halo 1	光环 1	光環 1														
CoffeeBean_11	(TailB2_Outline)	Tail 4 Outline	Tail Outline 4	尾巴 轮廓 4	尾巴 輪廓 4														
CoffeeBean_10	(FrameHair_A3_Outline)	Hair Framing 5 + 6 Outline	Hair Framing Outline 5 + 6	头发 脸颊 轮廓 5 + 6	頭髮 臉頰 輪廓 5 + 6														
CoffeeBean_8	(FrameHair_B1_Color)	Hair Framing 23 Colour	Hair Framing 23	头发 脸颊 23	頭髮 臉頰 23														
CoffeeBean_12	(HairClip7_Color)	Hair Clip 7 Colour	Hair Clip 7	发夹 7	髮夾 7														
CoffeeBean_9	(FacialHair_A6_Color)	Facial Hair A 6 Colour	Facial Hair A 6	胡子 A 6	鬍子 A 6														
CoffeeBean_4	(FacialHair_A3_Outline)	Facial Hair A 3 Outline	Facial Hair A 3	胡子 A 3	鬍子 A 3														
CoffeeBean_7	(Halo1_Outline)	Halo 1 Outline	Halo Outline 1	光环 轮廓 1	光環 輪廓 1														
CoffeeBean_8	(Hairband7_Color)	Hairband C 1 Colour	Hairband C 1	发带 C 1	髮帶 C 1														
CoffeeBean_10	(Keyboard)	Type Emote Keyboard Base	Type Normal 3	打字(普通) 3	打字(普通) 3														
CoffeeBean_10	(FrameHair_A6_Outline)	Hair Framing 11 + 12 Outline	Hair Framing Outline 11 + 12	头发 脸颊 轮廓 11 + 12	頭髮 臉頰 輪廓 11 + 12														
CoffeeBean_5	(VolumeOff)	Muted Emote Volume Off	Sticker Volume 2	表情贴纸 音量 2	表情貼紙 音量 2														
CoffeeBean_10	(PalmarGlove1_Color)	Greeting 1 Emote Glove Colour	Hand 2 .2	手 2 .2	手 2 .2														
CoffeeBean_10	(FacialHair_A6_Outline)	Facial Hair A 6 Outline	Facial Hair A Outline 6	胡子 A 轮廓 6	鬍子 A 輪廓 6														
CoffeeBean_11	(TailB1_Outline)	Tail 3 Outline	Tail Outline 3	尾巴 轮廓 3	尾巴 輪廓 3														
CoffeeBean_7	(Pigtail_A1_Gradient)	Hair Pigtail 2 Colour	Hair Pigtail 2	头发 马尾 2	頭髮 馬尾 2														
CoffeeBean_10	(FrameHair_A4_Gradient)	Hair Framing 8 Colour	Hair Framing 8	头发 脸颊 8	頭髮 臉頰 8														
CoffeeBean_7	(KitchenKnife)	Knife Emote	Kitchen Knife	厨房刀	廚房刀														
CoffeeBean_10	(Halo2_Color)	Halo 2 Colour	Halo 2	光环 2	光環 2														
CoffeeBean_9	(FrameHair_A6_Gradient)	Hair Framing 12 Colour	Hair Framing 12	头发 脸颊 12	頭髮 臉頰 12														
CoffeeBean_10	(HairShine5_Color)	Hair Shine 9 + 10 Colour	Hair Shine 9 + 10	头发 高光 9 + 10	頭髮 高光 9 + 10														
CoffeeBean_9	(FrameHair_B2_Color)	Hair Framing 25 Colour	Hair Framing 25	头发 脸颊 25	頭髮 臉頰 25														
CoffeeBean_8	(FacialHair_B1_Outline)	Facial Hair B 1 Outline	Facial Hair B Outline 1	胡子 B 轮廓 1	鬍子 B 輪廓 1														
CoffeeBean_12	(Main3_Outline)	Outfit Inner 3 Outline	Outfit Inner Outline 3	服装 里侧 轮廓 3	服裝 內側 輪廓 3														
CoffeeBean_12	(Main4_Outline)	Outfit Inner 4 Outline	Outfit Inner Outline 4	服装 里侧 轮廓 4	服裝 內側 輪廓 4														
CoffeeBean_12	(Main7_Outline)	Outfit Inner 7 Outline	Outfit Inner Outline 7	服装 里侧 轮廓 7	服裝 內側 輪廓 7														
CoffeeBean_12	(HatA2_Color)	Hat 2 Fluff Colour	Hat 2	帽子 2	帽子 2														
CoffeeBean_12	(Pigtail_C2_Outline)	Hair Pigtail 23 + 24 Outline	Hair Pigtail Outline 23 + 24	头发 马尾 轮廓 23 + 24	頭髮 馬尾 輪廓 23 + 24														
CoffeeBean_12	(Main1_Color)	Outfit Inner 1 Colour	Outfit Inner 1	服装 里侧 1	服裝 內側 1														
CoffeeBean_11	(Eyepatch2_Outline)	Eyepatch 3 + 4 Outline	Eyepatch Outline 3 + 4	眼罩轮廓 3 + 4	眼罩輪廓 3 + 4														
CoffeeBean_11	(SideHair_Branch_C2_Color)	Hair Side Branch C 2 Colour	Hair Side Branch C 2	头发 侧面分叉 C 2	頭髮 側面分叉 C 2														
CoffeeBean_3	(HairHighlight6_Outline)	Hair Highlight Mid 5 + 6 Outline	Hair Highlight >< Outline 5 + 6	挑染 >< 轮廓 5 + 6	挑染 >< 輪廓 5 + 6														
CoffeeBean_12	(SideHair_Branch_C1_Color)	Hair Side Branch C 1 Colour	Hair Side Branch C 1	头发 侧面分叉 C 1	頭髮 側面分叉 C 1														
CoffeeBean_12	(Eyepatch1_Outline)	Eyepatch 1 + 2 Outline	Eyepatch Outline 1 + 2	眼罩轮廓 1 + 2	眼罩輪廓 1 + 2														
CoffeeBean_4	(AlertCoin_Outline)	Alert Donation Emote Outline	Sticker Alert Outline 3	表情贴纸 通知/提示 轮廓 3	表情貼紙 通知/提示 輪廓 3														
CoffeeBean_12	(Eye_Dum_Outline)	Dum Emote 1 + 2 Eye Outline	Eye(Dum) Outline 1 + 2	呆眼 轮廓 1 + 2	呆眼 輪廓 1 + 2														
CoffeeBean_9	(FrameHair_Branch_A2_Outline)	Hair Branch 2 Outline	Hair Branch Outline 2	头发 分叉 轮廓 2	頭髮 分叉 輪廓 2														
CoffeeBean_12	(Main5_Color)	Outfit Inner 5 Colour	Outfit Inner 5	服装 里侧 5	服裝 內側 5														
CoffeeBean_11	(Pompom)	Cheer Emote Pompom	Pompom	拉拉花	拉拉花														
CoffeeBean_12	(HairClip10_Outline)	Hair Clip 10 Outline	Hair Clip Outline 10	发夹 轮廓 10	髮夾 輪廓 10														
CoffeeBean_10	(WaveHand)	Greeting 2 Emote Wave Hand	Wave Hand	挥手 手	揮手 手														
CoffeeBean_11	(HeartItem)	Luv Emote Heart	Heart	爱心	愛心														
CoffeeBean_12	(FrameHair_Branch_A2_Color)	Hair Branch 2 Colour	Hair Branch 2	头发 分叉 2	頭髮 分叉 2														
CoffeeBean_12	(FrameHair_Branch_A1_Outline)	Hair Branch 1 Outline	Hair Branch Outline 1	头发 分叉 轮廓 1	頭髮 分叉 輪廓 1														
CoffeeBean_12	(Eye_Dum_Color)	Eye Dum Colour	Eye White	眼睛 白色部分	眼睛 白色部分														
CoffeeBean_7	(AlertCoin_Color)	Alert Donation Emote Colour	Sticker Alert 3	表情贴纸 通知/提示 3	表情貼紙 通知/提示 3														
CoffeeBean_12	(Button)	Button Emote Button	Button	按钮	按鈕														
CoffeeBean_12	(SideHair_Branch_B2_Outline)	Hair Side Branch B 2 Outline	Hair Side Branch B Outline 2	头发 侧面分叉 B 轮廓 2	頭髮 側面分叉 B 輪廓 2														
CoffeeBean_10	(Face_Shadow)	Face Shadow	Face Shadow	脸 阴影	臉 陰影														
CoffeeBean_10	(AlertStar_Outline)	Alert Star Emote Outline	Sticker Alert Outline 5	表情贴纸 通知/提示 轮廓 5	表情貼紙 通知/提示 輪廓 5														
CoffeeBean_9	(Pigtail_C1_Outline)	Hair Pigtail 21 + 22 Outline	Hair Pigtail Outline 21 + 22	头发 马尾 轮廓 21 + 22	頭髮 馬尾 輪廓 21 + 22														
CoffeeBean_12	(AlertHeart_Outline)	Alert Heart Emote Outline	Sticker Alert Outline 1	表情贴纸 通知/提示 轮廓 1	表情貼紙 通知/提示 輪廓 1														
CoffeeBean_12	(AlertLike_Color)	Alert Like Emote Colour	Sticker Alert 4	表情贴纸 通知/提示 4	表情貼紙 通知/提示 4														
CoffeeBean_12	(AlertStar_Color)	Alert Star Emote Colour	Sticker Alert 5	表情贴纸 通知/提示 5	表情貼紙 通知/提示 5														
CoffeeBean_12	(Sleep)	Sleep Emote Z	Sticker Sleep	表情贴纸 睡觉	表情貼紙 睡覺														
CoffeeBean_12	(Square)	Jail Emote Jail + Lurk Emote Wall + Sleeping Emote Blanket	Door/Wall | Jail Grill | Blanket Outter	门/墙 | 监狱栅栏 | 被子 外侧	門/牆 | 監獄柵欄 | 被子 外側														
CoffeeBean_11	(SideHair_Branch_A2_Color)	Hair Side Branch A 2 Colour	Hair Side Branch A 2	头发 侧面分叉 A 2	頭髮 側面分叉 A 2														
CoffeeBean_12	(Beverage)	Drink Beverage Cup Emote Cup Outline	Beverage Cup 3	饮料杯 3	飲料杯 3														
CoffeeBean_12	(HairClip8_Outline)	Hair Clip 8 Outline	Hair Clip Outline 8	发夹 轮廓 8	髮夾 輪廓 8														
CoffeeBean_12	(HairClip9_Outline)	Hair Clip 9 Outline	Hair Clip Outline 9	发夹 轮廓 9	髮夾 輪廓 9														
CoffeeBean_10	(GiftBox)	Gift Emote Box	Gift 1	礼物 1	禮物 1														
CoffeeBean_12	(Mecha5_Outline)	Mecha 5 Outline	Mecha Outline 5	机械 轮廓 5	機械 輪廓 5														
CoffeeBean_12	(Eye_O_Outline)	Eye O Outline																	
CoffeeBean_5	(WingC1_Lower_Color)	Wing 5 Lower Colour	Wing 5 .2	翅膀 5 .2	翅膀 5 .2														
CoffeeBean_12	(Gill3_Color)	Gill 1 Lower Colour	Gill 1 .3	腮 1 .3	鰓 1 .3														
CoffeeBean_12	(FacialHair_B6_Outline)	Facial Hair B 6 Outline	Facial Hair B Outline 6	胡子 B 轮廓 6	鬍子 B 輪廓 6														
CoffeeBean_12	(HairClip10_Color)	Hair Clip 10 Colour	Hair Clip 10	发夹 10	髮夾 10														
CoffeeBean_12	(SideHair_Branch_B2_Color)	Hair Side Branch B 2 Colour	Hair Side Branch B 2	头发 侧面分叉 B 2	頭髮 側面分叉 B 2														
CoffeeBean_12	(SideHair_Branch_B1_Color)	Hair Side Branch B 1 Colour	Hair Side Branch B 1	头发 侧面分叉 B 1	頭髮 側面分叉 B 1														
CoffeeBean_12	(Bowl)	Need Food Emote Bowl	Bowl	碗	碗														
CoffeeBean_12	(Pigtail_C1_Color)	Hair Pigtail 21 Colour	Hair Pigtail 21	头发 马尾 21	頭髮 馬尾 21														
CoffeeBean_12	(Pigtail_C1_Gradient)	Hair Pigtail 22 Colour	Hair Pigtail 22	头发 马尾 22	頭髮 馬尾 22														
CoffeeBean_12	(HairClip7_Outline)	Hair Clip 7 Outline	Hair Clip Outline 7	发夹 轮廓 7	髮夾 輪廓 7														
CoffeeBean_12	(HairHighlight5_Color)	Hair Highlight Mid 3 + 4 Colour	Hair Highlight >< 3 + 4	挑染 >< 3 + 4	挑染 >< 3 + 4														
CoffeeBean_12	(HairClip6_Outline)	Hair Clip 6 Outline	Hair Clip Outline 6	发夹 轮廓 6	髮夾 輪廓 6														
CoffeeBean_12	(Bill1)	Money Emote Bill 1	Bill 1	钞票 1	鈔票 1														
CoffeeBean_12	(LubricantSpray)	Spray Emote Spray	Spray	喷雾	噴霧														
CoffeeBean_12	(Ahoge_A1_Outline)	Hair Ahoge 1 Outline	Hair Ahoge Outline 1	头发呆毛轮廓 1	頭髮呆毛輪廓 1														
CoffeeBean_4	(Gill1_Outline)	Gill 1 Upper Outline	Gill Outline 1 .1	腮 轮廓 1 .1	鰓 輪廓 1 .1														
CoffeeBean_12	(FacialHair_B6_Color)	Facial Hair B 6 Colour	Facial Hair B 6 	胡子 B 6 	鬍子 B 6 														
CoffeeBean_6	(Heart)	Luv Emote Small Hearts	Sticker Heart	表情贴纸 爱心	表情貼紙 愛心														
CoffeeBean_12	(Popper)	Celebration Emote Party Popper	Popper	彩纸筒	拉炮														
CoffeeBean_12	(Eye_O_Color)	Eye O Colour																	
CoffeeBean_6	(Body_Outline)	Body Outline																	
CoffeeBean_12	(Pencil)	Noted Emote Pencil	Pencil	铅笔	鉛筆														
CoffeeBean_12	(Ahoge_A3_Color)	Hair Ahoge 3 Colour	Hair Ahoge 3	头发呆毛3	頭髮呆毛 3														
CoffeeBean_12	(BeverageCup)	Drink Beverage Cup Emote Cup Colour	Beverage Cup	饮料杯	飲料杯														
CoffeeBean_12	(Mouth_Popcat2)	Popcat Emote Open Mouth																	
CoffeeBean_12	(HairClip9_Color)	Hair Clip 9 Colour	Hair Clip 9	发夹 9	髮夾 9														
CoffeeBean_10	(AlertBits_Color)	Alert Bits Emote Colour	Sticker Alert 6	表情贴纸 通知/提示 6	表情貼紙 通知/提示 6														
CoffeeBean_12	(Seven)	Six Seven Emote Seven	Number Seven	数字 7	第七號														
CoffeeBean_12	(PhoneFront)	Phone Emote Item Front	Phone 1	手机 1	手機 1														
CoffeeBean_12	(Gill2_Outline)	Gill 1 Mid Outline	Gill Outline 1 .2	腮 轮廓 1 .2	鰓 輪廓 1 .2														
CoffeeBean_12	(FrameHair_B2_Outline)	Hair Framing 25 + 26 Outline	Hair Framing Outline 25 + 26	头发 脸颊 轮廓 25 + 26	頭髮 臉頰 輪廓 25 + 26														
CoffeeBean_12	(NeckwearB7_Outline)	Outfit Neckwear B 7 Outline	Outfit Neckwear B Outline 7	服装 颈部装饰 B 轮廓 7	服裝 頸部裝飾 B 輪廓 7														
CoffeeBean_10	(Angry1)	Angry Emote Angry Line 1	Sticker Angry 1	表情贴纸 生气 1	表情貼紙 生氣 1														
CoffeeBean_12	(Cup)	Work Tired Emote Cup	Cup	咖啡杯	咖啡杯														
CoffeeBean_10	(Phone)	Phone Emote Item Back	Phone 2	手机 2	手機 2														
CoffeeBean_12	(Palmar_Outline)	Greeting 1 Emote Outline	Hand 1 .14	手 1 .14	手 1 .14														
CoffeeBean_9	(FrameHair_B1_Outline)	Hair Framing 23 + 24 Outline	Hair Framing Outline 23 + 24	头发 脸颊 轮廓 23 + 24	頭髮 臉頰 輪廓 23 + 24														
CoffeeBean_12	(WingD2_Lower_Color)	Wing 7 Lower Colour	Wing 7 .2	翅膀 7 .2	翅膀 7 .2														
CoffeeBean_11	(Eye_O_Closed)	X Eyes																	
CoffeeBean_12	(HairClip11_Outline)	Hair Clip 11 Outline	Hair Clip Outline 11	发夹 轮廓 11	髮夾 輪廓 11														
CoffeeBean_12	(RedPacket)	Red Packet Emote Packet	RedPacket 1	红包 1	紅包 1														
CoffeeBean_12	(HairClip12_Outline)	Hair Clip 12 Outline	Hair Clip Outline 12	发夹 轮廓 12	髮夾 輪廓 12														
CoffeeBean_4	(Gill1_Color)	Gill 1 Upper Colour	Gill 1 .1	腮 1 .1	鰓 1 .1														
CoffeeBean_12	(Eye1_Dark)	Eye 1 Dark	Eye Iris Dark 1 + 2	眼睛 虹膜深色 1 + 2	眼睛 虹膜深色 1 + 2														
